Time,Time Code,Country Name,Country Code,Pump price for gasoline (US$ per liter) [EP.PMP.SGAS.CD]
1963,YR1963,Switzerland,CHE,..
1963,YR1963,Thailand,THA,..
1963,YR1963,Turkey,TUR,..
1963,YR1963,United Kingdom,GBR,..
1963,YR1963,United States,USA,..
1964,YR1964,Argentina,ARG,..
1964,YR1964,Australia,AUS,..
1964,YR1964,Austria,AUT,..
1964,YR1964,Belgium,BEL,..
1964,YR1964,Brazil,BRA,..
1964,YR1964,Canada,CAN,..
1964,YR1964,China,CHN,..
1964,YR1964,"Egypt, Arab Rep.",EGY,..
1964,YR1964,France,FRA,..
1964,YR1964,Germany,DEU,..
1964,YR1964,India,IND,..
1964,YR1964,Indonesia,IDN,..
1964,YR1964,"Iran, Islamic Rep.",IRN,..
1964,YR1964,Italy,ITA,..
1964,YR1964,Japan,JPN,..
1964,YR1964,"Korea, Rep.",KOR,..
1964,YR1964,Mexico,MEX,..
1964,YR1964,Netherlands,NLD,..
1964,YR1964,Nigeria,NGA,..
1964,YR1964,Norway,NOR,..
1964,YR1964,Poland,POL,..
1964,YR1964,Russian Federation,RUS,..
1964,YR1964,Saudi Arabia,SAU,..
1964,YR1964,Spain,ESP,..
1964,YR1964,Sweden,SWE,..
1964,YR1964,Switzerland,CHE,..
1964,YR1964,Thailand,THA,..
1964,YR1964,Turkey,TUR,..
1964,YR1964,United Kingdom,GBR,..
1964,YR1964,United States,USA,..
1965,YR1965,Argentina,ARG,..
1965,YR1965,Australia,AUS,..
1965,YR1965,Austria,AUT,..
1965,YR1965,Belgium,BEL,..
1965,YR1965,Brazil,BRA,..
1965,YR1965,Canada,CAN,..
1965,YR1965,China,CHN,..
1965,YR1965,"Egypt, Arab Rep.",EGY,..
1965,YR1965,France,FRA,..
1965,YR1965,Germany,DEU,..
1965,YR1965,India,IND,..
1965,YR1965,Indonesia,IDN,..
1965,YR1965,"Iran, Islamic Rep.",IRN,..
1965,YR1965,Italy,ITA,..
1965,YR1965,Japan,JPN,..
1965,YR1965,"Korea, Rep.",KOR,..
1965,YR1965,Mexico,MEX,..
1965,YR1965,Netherlands,NLD,..
1965,YR1965,Nigeria,NGA,..
1965,YR1965,Norway,NOR,..
1965,YR1965,Poland,POL,..
1965,YR1965,Russian Federation,RUS,..
1965,YR1965,Saudi Arabia,SAU,..
1965,YR1965,Spain,ESP,..
1965,YR1965,Sweden,SWE,..
1965,YR1965,Switzerland,CHE,..
1965,YR1965,Thailand,THA,..
1965,YR1965,Turkey,TUR,..
1965,YR1965,United Kingdom,GBR,..
1965,YR1965,United States,USA,..
1966,YR1966,Argentina,ARG,..
1966,YR1966,Australia,AUS,..
1966,YR1966,Austria,AUT,..
1966,YR1966,Belgium,BEL,..
1966,YR1966,Brazil,BRA,..
1966,YR1966,Canada,CAN,..
1966,YR1966,China,CHN,..
1966,YR1966,"Egypt, Arab Rep.",EGY,..
1966,YR1966,France,FRA,..
1966,YR1966,Germany,DEU,..
1966,YR1966,India,IND,..
1966,YR1966,Indonesia,IDN,..
1966,YR1966,"Iran, Islamic Rep.",IRN,..
1966,YR1966,Italy,ITA,..
1966,YR1966,Japan,JPN,..
1966,YR1966,"Korea, Rep.",KOR,..
1966,YR1966,Mexico,MEX,..
1966,YR1966,Netherlands,NLD,..
1966,YR1966,Nigeria,NGA,..
1966,YR1966,Norway,NOR,..
1966,YR1966,Poland,POL,..
1966,YR1966,Russian Federation,RUS,..
1966,YR1966,Saudi Arabia,SAU,..
1966,YR1966,Spain,ESP,..
1966,YR1966,Sweden,SWE,..
1966,YR1966,Switzerland,CHE,..
1966,YR1966,Thailand,THA,..
1966,YR1966,Turkey,TUR,..
1966,YR1966,United Kingdom,GBR,..
1966,YR1966,United States,USA,..
1967,YR1967,Argentina,ARG,..
1967,YR1967,Australia,AUS,..
1967,YR1967,Austria,AUT,..
1967,YR1967,Belgium,BEL,..
1967,YR1967,Brazil,BRA,..
1967,YR1967,Canada,CAN,..
1967,YR1967,China,CHN,..
1967,YR1967,"Egypt, Arab Rep.",EGY,..
1967,YR1967,France,FRA,..
1967,YR1967,Germany,DEU,..
1967,YR1967,India,IND,..
1967,YR1967,Indonesia,IDN,..
1967,YR1967,"Iran, Islamic Rep.",IRN,..
1967,YR1967,Italy,ITA,..
1967,YR1967,Japan,JPN,..
1967,YR1967,"Korea, Rep.",KOR,..
1967,YR1967,Mexico,MEX,..
1967,YR1967,Netherlands,NLD,..
1967,YR1967,Nigeria,NGA,..
1967,YR1967,Norway,NOR,..
1967,YR1967,Poland,POL,..
1967,YR1967,Russian Federation,RUS,..
1967,YR1967,Saudi Arabia,SAU,..
1967,YR1967,Spain,ESP,..
1967,YR1967,Sweden,SWE,..
1967,YR1967,Switzerland,CHE,..
1967,YR1967,Thailand,THA,..
1967,YR1967,Turkey,TUR,..
1967,YR1967,United Kingdom,GBR,..
1967,YR1967,United States,USA,..
1968,YR1968,Argentina,ARG,..
1968,YR1968,Australia,AUS,..
1968,YR1968,Austria,AUT,..
1968,YR1968,Belgium,BEL,..
1968,YR1968,Brazil,BRA,..
1968,YR1968,Canada,CAN,..
1968,YR1968,China,CHN,..
1968,YR1968,"Egypt, Arab Rep.",EGY,..
1968,YR1968,France,FRA,..
1968,YR1968,Germany,DEU,..
1968,YR1968,India,IND,..
1968,YR1968,Indonesia,IDN,..
1968,YR1968,"Iran, Islamic Rep.",IRN,..
1968,YR1968,Italy,ITA,..
1968,YR1968,Japan,JPN,..
1968,YR1968,"Korea, Rep.",KOR,..
1968,YR1968,Mexico,MEX,..
1968,YR1968,Netherlands,NLD,..
1968,YR1968,Nigeria,NGA,..
1968,YR1968,Norway,NOR,..
1968,YR1968,Poland,POL,..
1968,YR1968,Russian Federation,RUS,..
1968,YR1968,Saudi Arabia,SAU,..
1968,YR1968,Spain,ESP,..
1968,YR1968,Sweden,SWE,..
1968,YR1968,Switzerland,CHE,..
1968,YR1968,Thailand,THA,..
1968,YR1968,Turkey,TUR,..
1968,YR1968,United Kingdom,GBR,..
1968,YR1968,United States,USA,..
1969,YR1969,Argentina,ARG,..
1969,YR1969,Australia,AUS,..
1969,YR1969,Austria,AUT,..
1969,YR1969,Belgium,BEL,..
1969,YR1969,Brazil,BRA,..
1969,YR1969,Canada,CAN,..
1969,YR1969,China,CHN,..
1969,YR1969,"Egypt, Arab Rep.",EGY,..
1969,YR1969,France,FRA,..
1969,YR1969,Germany,DEU,..
1969,YR1969,India,IND,..
1969,YR1969,Indonesia,IDN,..
1969,YR1969,"Iran, Islamic Rep.",IRN,..
1969,YR1969,Italy,ITA,..
1969,YR1969,Japan,JPN,..
1969,YR1969,"Korea, Rep.",KOR,..
1969,YR1969,Mexico,MEX,..
1969,YR1969,Netherlands,NLD,..
1969,YR1969,Nigeria,NGA,..
1969,YR1969,Norway,NOR,..
1969,YR1969,Poland,POL,..
1969,YR1969,Russian Federation,RUS,..
1969,YR1969,Saudi Arabia,SAU,..
1969,YR1969,Spain,ESP,..
1969,YR1969,Sweden,SWE,..
1969,YR1969,Switzerland,CHE,..
1969,YR1969,Thailand,THA,..
1969,YR1969,Turkey,TUR,..
1969,YR1969,United Kingdom,GBR,..
1969,YR1969,United States,USA,..
1970,YR1970,Argentina,ARG,..
1970,YR1970,Australia,AUS,..
1970,YR1970,Austria,AUT,..
1970,YR1970,Belgium,BEL,..
1970,YR1970,Brazil,BRA,..
1970,YR1970,Canada,CAN,..
1970,YR1970,China,CHN,..
1970,YR1970,"Egypt, Arab Rep.",EGY,..
1970,YR1970,France,FRA,..
1970,YR1970,Germany,DEU,..
1970,YR1970,India,IND,..
1970,YR1970,Indonesia,IDN,..
1970,YR1970,"Iran, Islamic Rep.",IRN,..
1970,YR1970,Italy,ITA,..
1970,YR1970,Japan,JPN,..
1970,YR1970,"Korea, Rep.",KOR,..
1970,YR1970,Mexico,MEX,..
1970,YR1970,Netherlands,NLD,..
1970,YR1970,Nigeria,NGA,..
1970,YR1970,Norway,NOR,..
1970,YR1970,Poland,POL,..
1970,YR1970,Russian Federation,RUS,..
1970,YR1970,Saudi Arabia,SAU,..
1970,YR1970,Spain,ESP,..
1970,YR1970,Sweden,SWE,..
1970,YR1970,Switzerland,CHE,..
1970,YR1970,Thailand,THA,..
1970,YR1970,Turkey,TUR,..
1970,YR1970,United Kingdom,GBR,..
1970,YR1970,United States,USA,..
1971,YR1971,Argentina,ARG,..
1971,YR1971,Australia,AUS,..
1971,YR1971,Austria,AUT,..
1971,YR1971,Belgium,BEL,..
1971,YR1971,Brazil,BRA,..
1971,YR1971,Canada,CAN,..
1971,YR1971,China,CHN,..
1971,YR1971,"Egypt, Arab Rep.",EGY,..
1971,YR1971,France,FRA,..
1971,YR1971,Germany,DEU,..
1971,YR1971,India,IND,..
1971,YR1971,Indonesia,IDN,..
1971,YR1971,"Iran, Islamic Rep.",IRN,..
1971,YR1971,Italy,ITA,..
1971,YR1971,Japan,JPN,..
1971,YR1971,"Korea, Rep.",KOR,..
1971,YR1971,Mexico,MEX,..
1971,YR1971,Netherlands,NLD,..
1971,YR1971,Nigeria,NGA,..
1971,YR1971,Norway,NOR,..
1971,YR1971,Poland,POL,..
1971,YR1971,Russian Federation,RUS,..
1971,YR1971,Saudi Arabia,SAU,..
1971,YR1971,Spain,ESP,..
1971,YR1971,Sweden,SWE,..
1971,YR1971,Switzerland,CHE,..
1971,YR1971,Thailand,THA,..
1971,YR1971,Turkey,TUR,..
1971,YR1971,United Kingdom,GBR,..
1971,YR1971,United States,USA,..
1972,YR1972,Argentina,ARG,..
1972,YR1972,Australia,AUS,..
1972,YR1972,Austria,AUT,..
1972,YR1972,Belgium,BEL,..
1972,YR1972,Brazil,BRA,..
1972,YR1972,Canada,CAN,..
1972,YR1972,China,CHN,..
1972,YR1972,"Egypt, Arab Rep.",EGY,..
1972,YR1972,France,FRA,..
1972,YR1972,Germany,DEU,..
1972,YR1972,India,IND,..
1972,YR1972,Indonesia,IDN,..
1972,YR1972,"Iran, Islamic Rep.",IRN,..
1972,YR1972,Italy,ITA,..
1972,YR1972,Japan,JPN,..
1972,YR1972,"Korea, Rep.",KOR,..
1972,YR1972,Mexico,MEX,..
1972,YR1972,Netherlands,NLD,..
1972,YR1972,Nigeria,NGA,..
1972,YR1972,Norway,NOR,..
1972,YR1972,Poland,POL,..
1972,YR1972,Russian Federation,RUS,..
1972,YR1972,Saudi Arabia,SAU,..
1972,YR1972,Spain,ESP,..
1972,YR1972,Sweden,SWE,..
1972,YR1972,Switzerland,CHE,..
1972,YR1972,Thailand,THA,..
1972,YR1972,Turkey,TUR,..
1972,YR1972,United Kingdom,GBR,..
1972,YR1972,United States,USA,..
1973,YR1973,Argentina,ARG,..
1973,YR1973,Australia,AUS,..
1973,YR1973,Austria,AUT,..
1973,YR1973,Belgium,BEL,..
1973,YR1973,Brazil,BRA,..
1973,YR1973,Canada,CAN,..
1973,YR1973,China,CHN,..
1973,YR1973,"Egypt, Arab Rep.",EGY,..
1973,YR1973,France,FRA,..
1973,YR1973,Germany,DEU,..
1973,YR1973,India,IND,..
1973,YR1973,Indonesia,IDN,..
1973,YR1973,"Iran, Islamic Rep.",IRN,..
1973,YR1973,Italy,ITA,..
1973,YR1973,Japan,JPN,..
1973,YR1973,"Korea, Rep.",KOR,..
1973,YR1973,Mexico,MEX,..
1973,YR1973,Netherlands,NLD,..
1973,YR1973,Nigeria,NGA,..
1973,YR1973,Norway,NOR,..
1973,YR1973,Poland,POL,..
1973,YR1973,Russian Federation,RUS,..
1973,YR1973,Saudi Arabia,SAU,..
1973,YR1973,Spain,ESP,..
1973,YR1973,Sweden,SWE,..
1973,YR1973,Switzerland,CHE,..
1973,YR1973,Thailand,THA,..
1973,YR1973,Turkey,TUR,..
1973,YR1973,United Kingdom,GBR,..
1973,YR1973,United States,USA,..
1974,YR1974,Argentina,ARG,..
1974,YR1974,Australia,AUS,..
1974,YR1974,Austria,AUT,..
1974,YR1974,Belgium,BEL,..
1974,YR1974,Brazil,BRA,..
1974,YR1974,Canada,CAN,..
1974,YR1974,China,CHN,..
1974,YR1974,"Egypt, Arab Rep.",EGY,..
1974,YR1974,France,FRA,..
1974,YR1974,Germany,DEU,..
1974,YR1974,India,IND,..
1974,YR1974,Indonesia,IDN,..
1974,YR1974,"Iran, Islamic Rep.",IRN,..
1974,YR1974,Italy,ITA,..
1974,YR1974,Japan,JPN,..
1974,YR1974,"Korea, Rep.",KOR,..
1974,YR1974,Mexico,MEX,..
1974,YR1974,Netherlands,NLD,..
1974,YR1974,Nigeria,NGA,..
1974,YR1974,Norway,NOR,..
1974,YR1974,Poland,POL,..
1974,YR1974,Russian Federation,RUS,..
1974,YR1974,Saudi Arabia,SAU,..
1974,YR1974,Spain,ESP,..
1974,YR1974,Sweden,SWE,..
1974,YR1974,Switzerland,CHE,..
1974,YR1974,Thailand,THA,..
1974,YR1974,Turkey,TUR,..
1974,YR1974,United Kingdom,GBR,..
1974,YR1974,United States,USA,..
1975,YR1975,Argentina,ARG,..
1975,YR1975,Australia,AUS,..
1975,YR1975,Austria,AUT,..
1975,YR1975,Belgium,BEL,..
1975,YR1975,Brazil,BRA,..
1975,YR1975,Canada,CAN,..
1975,YR1975,China,CHN,..
1975,YR1975,"Egypt, Arab Rep.",EGY,..
1975,YR1975,France,FRA,..
1975,YR1975,Germany,DEU,..
1975,YR1975,India,IND,..
1975,YR1975,Indonesia,IDN,..
1975,YR1975,"Iran, Islamic Rep.",IRN,..
1975,YR1975,Italy,ITA,..
1975,YR1975,Japan,JPN,..
1975,YR1975,"Korea, Rep.",KOR,..
1975,YR1975,Mexico,MEX,..
1975,YR1975,Netherlands,NLD,..
1975,YR1975,Nigeria,NGA,..
1975,YR1975,Norway,NOR,..
1975,YR1975,Poland,POL,..
1975,YR1975,Russian Federation,RUS,..
1975,YR1975,Saudi Arabia,SAU,..
1975,YR1975,Spain,ESP,..
1975,YR1975,Sweden,SWE,..
1975,YR1975,Switzerland,CHE,..
1975,YR1975,Thailand,THA,..
1975,YR1975,Turkey,TUR,..
1975,YR1975,United Kingdom,GBR,..
1975,YR1975,United States,USA,..
1976,YR1976,Argentina,ARG,..
1976,YR1976,Australia,AUS,..
1976,YR1976,Austria,AUT,..
1976,YR1976,Belgium,BEL,..
1976,YR1976,Brazil,BRA,..
1976,YR1976,Canada,CAN,..
1976,YR1976,China,CHN,..
1976,YR1976,"Egypt, Arab Rep.",EGY,..
1976,YR1976,France,FRA,..
1976,YR1976,Germany,DEU,..
1976,YR1976,India,IND,..
1976,YR1976,Indonesia,IDN,..
1976,YR1976,"Iran, Islamic Rep.",IRN,..
1976,YR1976,Italy,ITA,..
1976,YR1976,Japan,JPN,..
1976,YR1976,"Korea, Rep.",KOR,..
1976,YR1976,Mexico,MEX,..
1976,YR1976,Netherlands,NLD,..
1976,YR1976,Nigeria,NGA,..
1976,YR1976,Norway,NOR,..
1976,YR1976,Poland,POL,..
1976,YR1976,Russian Federation,RUS,..
1976,YR1976,Saudi Arabia,SAU,..
1976,YR1976,Spain,ESP,..
1976,YR1976,Sweden,SWE,..
1976,YR1976,Switzerland,CHE,..
1976,YR1976,Thailand,THA,..
1976,YR1976,Turkey,TUR,..
1976,YR1976,United Kingdom,GBR,..
1976,YR1976,United States,USA,..
1977,YR1977,Argentina,ARG,..
1977,YR1977,Australia,AUS,..
1977,YR1977,Austria,AUT,..
1977,YR1977,Belgium,BEL,..
1977,YR1977,Brazil,BRA,..
1977,YR1977,Canada,CAN,..
1977,YR1977,China,CHN,..
1977,YR1977,"Egypt, Arab Rep.",EGY,..
1977,YR1977,France,FRA,..
1977,YR1977,Germany,DEU,..
1977,YR1977,India,IND,..
1977,YR1977,Indonesia,IDN,..
1977,YR1977,"Iran, Islamic Rep.",IRN,..
1977,YR1977,Italy,ITA,..
1977,YR1977,Japan,JPN,..
1977,YR1977,"Korea, Rep.",KOR,..
1977,YR1977,Mexico,MEX,..
1977,YR1977,Netherlands,NLD,..
1977,YR1977,Nigeria,NGA,..
1977,YR1977,Norway,NOR,..
1977,YR1977,Poland,POL,..
1977,YR1977,Russian Federation,RUS,..
1977,YR1977,Saudi Arabia,SAU,..
1977,YR1977,Spain,ESP,..
1977,YR1977,Sweden,SWE,..
1977,YR1977,Switzerland,CHE,..
1977,YR1977,Thailand,THA,..
1977,YR1977,Turkey,TUR,..
1977,YR1977,United Kingdom,GBR,..
1977,YR1977,United States,USA,..
1978,YR1978,Argentina,ARG,..
1978,YR1978,Australia,AUS,..
1978,YR1978,Austria,AUT,..
1978,YR1978,Belgium,BEL,..
1978,YR1978,Brazil,BRA,..
1978,YR1978,Canada,CAN,..
1978,YR1978,China,CHN,..
1978,YR1978,"Egypt, Arab Rep.",EGY,..
1978,YR1978,France,FRA,..
1978,YR1978,Germany,DEU,..
1978,YR1978,India,IND,..
1978,YR1978,Indonesia,IDN,..
1978,YR1978,"Iran, Islamic Rep.",IRN,..
1978,YR1978,Italy,ITA,..
1978,YR1978,Japan,JPN,..
1978,YR1978,"Korea, Rep.",KOR,..
1978,YR1978,Mexico,MEX,..
1978,YR1978,Netherlands,NLD,..
1978,YR1978,Nigeria,NGA,..
1978,YR1978,Norway,NOR,..
1978,YR1978,Poland,POL,..
1978,YR1978,Russian Federation,RUS,..
1978,YR1978,Saudi Arabia,SAU,..
1978,YR1978,Spain,ESP,..
1978,YR1978,Sweden,SWE,..
1978,YR1978,Switzerland,CHE,..
1978,YR1978,Thailand,THA,..
1978,YR1978,Turkey,TUR,..
1978,YR1978,United Kingdom,GBR,..
1978,YR1978,United States,USA,..
1979,YR1979,Argentina,ARG,..
1979,YR1979,Australia,AUS,..
1979,YR1979,Austria,AUT,..
1979,YR1979,Belgium,BEL,..
1979,YR1979,Brazil,BRA,..
1979,YR1979,Canada,CAN,..
1979,YR1979,China,CHN,..
1979,YR1979,"Egypt, Arab Rep.",EGY,..
1979,YR1979,France,FRA,..
1979,YR1979,Germany,DEU,..
1979,YR1979,India,IND,..
1979,YR1979,Indonesia,IDN,..
1979,YR1979,"Iran, Islamic Rep.",IRN,..
1979,YR1979,Italy,ITA,..
1979,YR1979,Japan,JPN,..
1979,YR1979,"Korea, Rep.",KOR,..
1979,YR1979,Mexico,MEX,..
1979,YR1979,Netherlands,NLD,..
1979,YR1979,Nigeria,NGA,..
1979,YR1979,Norway,NOR,..
1979,YR1979,Poland,POL,..
1979,YR1979,Russian Federation,RUS,..
1979,YR1979,Saudi Arabia,SAU,..
1979,YR1979,Spain,ESP,..
1979,YR1979,Sweden,SWE,..
1979,YR1979,Switzerland,CHE,..
1979,YR1979,Thailand,THA,..
1979,YR1979,Turkey,TUR,..
1979,YR1979,United Kingdom,GBR,..
1979,YR1979,United States,USA,..
1980,YR1980,Argentina,ARG,..
1980,YR1980,Australia,AUS,..
1980,YR1980,Austria,AUT,..
1980,YR1980,Belgium,BEL,..
1980,YR1980,Brazil,BRA,..
1980,YR1980,Canada,CAN,..
1980,YR1980,China,CHN,..
1980,YR1980,"Egypt, Arab Rep.",EGY,..
1980,YR1980,France,FRA,..
1980,YR1980,Germany,DEU,..
1980,YR1980,India,IND,..
1980,YR1980,Indonesia,IDN,..
1980,YR1980,"Iran, Islamic Rep.",IRN,..
1980,YR1980,Italy,ITA,..
1980,YR1980,Japan,JPN,..
1980,YR1980,"Korea, Rep.",KOR,..
1980,YR1980,Mexico,MEX,..
1980,YR1980,Netherlands,NLD,..
1980,YR1980,Nigeria,NGA,..
1980,YR1980,Norway,NOR,..
1980,YR1980,Poland,POL,..
1980,YR1980,Russian Federation,RUS,..
1980,YR1980,Saudi Arabia,SAU,..
1980,YR1980,Spain,ESP,..
1980,YR1980,Sweden,SWE,..
1980,YR1980,Switzerland,CHE,..
1980,YR1980,Thailand,THA,..
1980,YR1980,Turkey,TUR,..
1980,YR1980,United Kingdom,GBR,..
1980,YR1980,United States,USA,..
1981,YR1981,Argentina,ARG,..
1981,YR1981,Australia,AUS,..
1981,YR1981,Austria,AUT,..
1981,YR1981,Belgium,BEL,..
1981,YR1981,Brazil,BRA,..
1981,YR1981,Canada,CAN,..
1981,YR1981,China,CHN,..
1981,YR1981,"Egypt, Arab Rep.",EGY,..
1981,YR1981,France,FRA,..
1981,YR1981,Germany,DEU,..
1981,YR1981,India,IND,..
1981,YR1981,Indonesia,IDN,..
1981,YR1981,"Iran, Islamic Rep.",IRN,..
1981,YR1981,Italy,ITA,..
1981,YR1981,Japan,JPN,..
1981,YR1981,"Korea, Rep.",KOR,..
1981,YR1981,Mexico,MEX,..
1981,YR1981,Netherlands,NLD,..
1981,YR1981,Nigeria,NGA,..
1981,YR1981,Norway,NOR,..
1981,YR1981,Poland,POL,..
1981,YR1981,Russian Federation,RUS,..
1981,YR1981,Saudi Arabia,SAU,..
1981,YR1981,Spain,ESP,..
1981,YR1981,Sweden,SWE,..
1981,YR1981,Switzerland,CHE,..
1981,YR1981,Thailand,THA,..
1981,YR1981,Turkey,TUR,..
1981,YR1981,United Kingdom,GBR,..
1981,YR1981,United States,USA,..
1982,YR1982,Argentina,ARG,..
1982,YR1982,Australia,AUS,..
1982,YR1982,Austria,AUT,..
1982,YR1982,Belgium,BEL,..
1982,YR1982,Brazil,BRA,..
1982,YR1982,Canada,CAN,..
1982,YR1982,China,CHN,..
1982,YR1982,"Egypt, Arab Rep.",EGY,..
1982,YR1982,France,FRA,..
1982,YR1982,Germany,DEU,..
1982,YR1982,India,IND,..
1982,YR1982,Indonesia,IDN,..
1982,YR1982,"Iran, Islamic Rep.",IRN,..
1982,YR1982,Italy,ITA,..
1982,YR1982,Japan,JPN,..
1982,YR1982,"Korea, Rep.",KOR,..
1982,YR1982,Mexico,MEX,..
1982,YR1982,Netherlands,NLD,..
1982,YR1982,Nigeria,NGA,..
1982,YR1982,Norway,NOR,..
1982,YR1982,Poland,POL,..
1982,YR1982,Russian Federation,RUS,..
1982,YR1982,Saudi Arabia,SAU,..
1982,YR1982,Spain,ESP,..
1982,YR1982,Sweden,SWE,..
1982,YR1982,Switzerland,CHE,..
1982,YR1982,Thailand,THA,..
1982,YR1982,Turkey,TUR,..
1982,YR1982,United Kingdom,GBR,..
1982,YR1982,United States,USA,..
1983,YR1983,Argentina,ARG,..
1983,YR1983,Australia,AUS,..
1983,YR1983,Austria,AUT,..
1983,YR1983,Belgium,BEL,..
1983,YR1983,Brazil,BRA,..
1983,YR1983,Canada,CAN,..
1983,YR1983,China,CHN,..
1983,YR1983,"Egypt, Arab Rep.",EGY,..
1983,YR1983,France,FRA,..
1983,YR1983,Germany,DEU,..
1983,YR1983,India,IND,..
1983,YR1983,Indonesia,IDN,..
1983,YR1983,"Iran, Islamic Rep.",IRN,..
1983,YR1983,Italy,ITA,..
1983,YR1983,Japan,JPN,..
1983,YR1983,"Korea, Rep.",KOR,..
1983,YR1983,Mexico,MEX,..
1983,YR1983,Netherlands,NLD,..
1983,YR1983,Nigeria,NGA,..
1983,YR1983,Norway,NOR,..
1983,YR1983,Poland,POL,..
1983,YR1983,Russian Federation,RUS,..
1983,YR1983,Saudi Arabia,SAU,..
1983,YR1983,Spain,ESP,..
1983,YR1983,Sweden,SWE,..
1983,YR1983,Switzerland,CHE,..
1983,YR1983,Thailand,THA,..
